Intersection,Latitude,Longitude,District,County,AnnualEst,logAnnualEst,PopT,WalkComT,HseHldT,PrincArt,MinorArt,Collector,Int4way,SchoolsT,Signal,MaxSlope,EmpSF_T,EmpT,StMetersT,StSegT
CAL-49-19.193 Tre& Ave,38.194313,-120.677747,10,Calaveras,88093,11.38614836,11.97282598,0.344316564,5.031717064,1,0,0,0,0,0,0.0499,62500,75,6463.304752,68
CAL-49-19.48 Lewis Ave,38.196659,-120.682205,10,Calaveras,53360,10.8848167,2.511992795,0.045903331,1.034782148,1,0,1,0,0,0,0.0919,45000,172,7932.733638,81
Northcrest,41.763294,-124.196856,1,Del Norte,93814,11.44906939,49.09109855,0.858326241,19.24778764,1,0,1,0,0,1,0.0141,60000,170,5851.961758,45
CC Sunset,41.752155,-124.185443,1,Del Norte,103725,11.54949845,15.64887943,0.096393466,5.529946862,1,0,0,0,0,1,0.0092,50000,51,3537.730586,31
CHAUTA02 & PCH,34.028267,-118.51944,7,Los Angeles,27343,10.21621587,123.1142733,1.973515396,54.10225743,1,1,0,0,0,1,0.0104,61250,138,5999.330842,51
US 50  &  Tahoe Keys Blvd,38.918786,-119.996088,3,El Dorado,60580,11.0117201,42.76671697,0,16.5039166,1,0,1,0,0,1,0.028,181250,361,8640.25677,77
Church & Main,37.362145,-118.39527,9,Inyo,445269,13.00643388,39.54406104,1.827454713,18.42127432,1,0,0,0,0,0,0.0099,145000,396,11397.45276,155
College-Plano,36.048398,-119.008289,6,Tulare,12370,9.423029546,28.379752,0.058802025,8.036844721,0,1,0,1,0,0,0.0037,0,93,3653.628548,17
Commercial St,40.801774,-124.17366,1,Humboldt,97084,11.48333187,40.24828407,2.344304504,15.22480902,1,0,0,1,0,0,0.0026,135000,294,8130.198057,92
Tehama & East streets,40.586019,-122.388607,2,Shasta,118477,11.68247414,78.96837008,1.757149596,31.21524576,0,0,1,1,0,0,0.0112,275000,960,11849.32729,123
D St,40.802465,-124.168317,1,Humboldt,248022,12.42127273,40.24828651,2.344304646,15.22480995,1,0,0,1,0,0,0.0301,271250,659,12264.93589,148
Del Norte & Broadway,40.790641,-124.178834,1,Humboldt,254993,12.44899138,252.6480031,13.52375634,88.66825939,1,0,0,1,0,0,0.0576,217500,467,10156.2427,87
Diamond Dr South of Rte 15,33.661659,-117.299175,8,Riverside,26359,10.17956509,71.66150758,0.756593884,18.70627881,0,0,0,1,0,1,0.0491,191250,399,12411.53692,99
Dinosaur Cave SB off-ramp EA 05-1G680,35.149775,-120.652177,5,San Luis Obispo,480,6.173788187,33.0239904,3.693035801,22.3883477,0,0,0,0,0,0,0.0729,86250,108,5457.540738,35
Dinosaur Caves SB on-ramp,35.15442,-120.664108,5,San Luis Obispo,961,6.86797545,76.64782455,0.606381163,37.19381201,0,0,0,0,0,0,0.1138,0,2,9637.634003,51
Newton B Drury South,41.347261,-124.028306,1,Humboldt,427,6.056786355,0.135968007,0.006377741,0.069883756,2,0,0,0,0,0,0,0,0,4799.235859,40
DN-197-7.08 Jct 101,41.881602,-124.136618,1,Del Norte,458,6.126871368,0.50782349,0.020166276,0.221370709,1,1,0,0,0,0,0.097,1250,5,3440.092678,12
DN-199-14.21 Gasquet,41.845424,-123.97023,1,Del Norte,2967,7.995306957,0.059360215,9.26E-05,0.025929579,1,0,0,0,0,0,0.0226,1250,4,3056.198426,16
DN-199-4.40 Jct 197,41.805654,-124.081038,1,Del Norte,11461,9.346705334,0.752435363,0,0.102769286,1,1,0,0,0,0,0.0498,0,0,4016.099459,12
DN-199-5.65 Hiouchi,41.793433,-124.075019,1,Del Norte,5087,8.534443741,0.066394176,0,0.0301358,1,0,0,0,0,0,0.0131,0,3,2202.072287,19
E. Elm & Main,37.365804,-118.395335,9,Inyo,155239,11.95272115,47.98341231,1.526967403,21.59641374,1,0,0,0,0,0,0.0074,248750,336,8617.607107,115
Wagner,36.926837,-121.745703,5,Santa Cruz,82465,11.32012925,180.2251757,0,61.65657388,0,1,0,1,0,0,0.015,6250,22,5085.802433,44
US 50  &  Winnemucca Ave.,38.919666,-119.994779,3,El Dorado,60307,11.00720348,28.07870721,0,11.75944064,1,0,0,0,0,0,0.0327,143750,266,6296.017837,55
ENTRADA02 & PCH,34.027849,-118.518823,7,Los Angeles,32999,10.40423257,133.1107669,0.967944066,59.73458306,1,1,0,0,0,1,0.0064,61250,141,6984.90837,59
Court St,40.586422,-122.397102,2,Shasta,222710,12.31362576,81.15183586,2.263345576,34.36777897,1,0,1,1,0,1,0.0178,133750,229,10060.34197,115
Magnolia,40.58659,-122.403362,2,Shasta,289443,12.57571367,173.5948691,1.500685883,66.07598366,1,0,0,1,2,1,0.0682,76250,217,9104.528615,89
Fairfield & 36,40.413813,-120.641878,2,Lassen,81803,11.31206921,57.27809989,2.785351344,26.88449722,1,1,0,1,0,1,0.0207,50000,111,8245.970948,82
Hawthorne-Fairfield,40.789051,-124.178279,1,Humboldt,96298,11.47520284,367.1154212,20.70913648,128.9728775,0,0,1,1,0,0,0.0716,22500,69,9162.648305,79
Fairfield-Hendersen,40.78204,-124.182538,1,Humboldt,50040,10.82057798,58.88699976,0,19.59471346,1,0,1,1,0,0,0.1014,21250,39,6285.349844,48
Giuntoli East,40.90495,-124.085115,1,Humboldt,30309,10.31920001,58.75749653,1.199017824,27.1672056,1,1,0,1,0,0,0.0098,21250,34,7309.41929,42
Giuntoli West,40.903937,-124.089203,1,Humboldt,32008,10.37374118,20.07881222,0.023092514,8.473498709,1,1,0,1,0,0,0.0127,1250,8,8077.355056,63
SR 32 (8th)  &  Walnut,39.71997,-121.844996,3,Butte,15847,9.67073555,124.3847516,12.84130243,50.24112052,1,0,0,1,0,0,0.0037,5000,42,8414.483766,107
US 50  &  Lodi Ave,38.923666,-119.988748,3,El Dorado,38148,10.54922864,68.4424059,3.806061289,32.88487651,1,0,0,1,0,0,0.0307,116250,147,7742.535275,81
Gr& & Foss,40.416459,-120.652998,2,Lassen,364805,12.80711825,79.86452223,2.392233042,37.77460027,1,0,1,0,0,1,0.0174,77500,146,7709.601068,78
Grove & Main,37.364596,-118.395324,9,Inyo,188203,12.14527645,44.53519693,1.649742822,20.29909072,1,0,0,0,0,1,0,256250,452,10363.98736,138
Home - Line,37.361391,-118.402297,9,Inyo,170681,12.0475516,33.79336714,2.032211167,16.25768934,0,0,1,0,1,0,0,143750,227,5992.345566,64
Hopl& & 175,38.971193,-123.116763,1,Mendocino,5128,8.542471194,2.701221783,0.051234976,0.919383178,1,1,0,0,0,0,0,47500,91,6057.005988,44
Hopl& Roundabout,38.977468,-123.099124,1,Mendocino,9040,9.109414564,2.701221592,0.051234972,0.919383113,0,1,0,0,0,0,0,0,0,4778.044575,25
HUM-101-57.93 Jct SR 36 SB Offramp,40.55254,-124.146205,1,Humboldt,455,6.120299617,5.486663638,0.028185241,2.006720754,0,1,1,0,0,0,0,0,0,4681.370335,16
HUM-101-61.90 Fortuna Main SB Off Ramp,40.602076,-124.172287,1,Humboldt,2681,7.893945511,2.27111899,0.034030525,1.007904927,2,0,0,0,0,0,0,0,0,5764.40729,43
HUM-101-82.67 Indianola Cutoff Northbound,40.820922,-124.091855,1,Humboldt,1324,7.188413492,11.14154942,0.138308889,3.872648903,2,0,0,0,0,0,0.0071,0,0,4488.279652,29
HUM-101-82.67 Indianola Cutoff Southbound,40.820094,-124.094422,1,Humboldt,883,6.783326333,8.950161056,0.111105448,3.110952533,2,0,0,0,0,0,0.0059,7500,9,4178.35148,28
HUM-101-89.71 Mad River Bridge,40.916827,-124.09343,1,Humboldt,4701,8.455530744,15.86391851,0.144362123,6.899621456,2,0,0,0,0,0,0,0,0,6899.056585,43
HUM-211-78.58 Fernbridge,40.616322,-124.20156,1,Humboldt,1684,7.428927789,2.161399532,0.032617472,0.95533216,0,0,2,0,0,0,0.0079,1250,159,4478.842658,15
HUM-254-18.23 & Lum St.,40.325277,-123.926151,1,Humboldt,842,6.735781202,0.567008725,0,0.270617801,0,0,1,0,0,0,0.0467,0,2,6755.715564,34
HUM-283-0.34 Rio Dell Bridge,40.488674,-124.0991,1,Humboldt,27781,10.23210765,0.974543515,0.039083698,0.355151865,0,0,1,0,0,0,0.0105,6250,7,4906.115289,58
HUM-299-38.72 near SR 96 Willow Creek,40.939953,-123.633314,1,Humboldt,3054,8.024207813,0.119422173,0.001416873,0.056067698,1,0,0,0,0,0,0,102500,105,4146.823369,20
HUM-36-2.79 Rohnerville Rd,40.547718,-124.097182,1,Humboldt,6831,8.829226501,4.614698058,0,1.730900214,0,1,1,0,0,0,0,12500,41,4664.954,30
HUM-96-.063 near SR 96 Willow Creek,40.940216,-123.631242,1,Humboldt,15707,9.661861816,0.119422175,0.001416873,0.056067699,0,1,0,0,0,0,0.0735,60000,130,4874.314971,26
US 50  &  Stockton Ave,38.924453,-119.987563,3,El Dorado,19883,9.897620425,71.62232555,3.963401394,34.65230951,1,0,0,0,0,0,0.0353,181250,215,10007.59285,103
HUM-96-11.50 Hoopa Elementary School,41.052366,-123.675842,1,Humboldt,9466,9.155461816,0.77407091,0.00335073,0.255428522,0,0,1,0,0,0,0.0042,0,0,4019.319988,15
HUM-96-12.38 Hoopa Trinity River Bridge,41.062101,-123.685327,1,Humboldt,26821,10.19694048,0.613250251,0.002402555,0.19982802,0,1,1,0,0,0,0.1375,0,0,4515.976024,20
HUM-96-22.92 Weitchpec,41.185097,-123.704972,1,Humboldt,16198,9.692643119,0.15373412,0.00104938,0.071357817,0,1,1,0,0,0,0,0,0,5242.978702,16
HUM-96-23.05 Weitchpec,41.186775,-123.70466,1,Humboldt,17671,9.779680213,0.15373411,0.00104938,0.071357812,0,1,1,0,0,0,0,2500,5,3747.300002,19
Johnstonville  &  36,40.409467,-120.635,2,Lassen,65345,11.08743622,14.12576715,0.479577894,5.889817541,1,1,0,0,0,1,0.0211,116250,153,5517.677503,45
Klam&h,41.53123,-124.041824,1,Del Norte,14531,9.584039646,0.327624533,0.001763793,0.099654299,1,0,0,1,0,0,0,38750,50,4018.222986,20
LA-027 & HIAWATHA ST,34.259023,-118.60604,7,Los Angeles,16730,9.724958854,182.1317198,0,59.31949629,1,0,0,1,0,0,0.0113,8750,81,7905.913727,85
LA-101 & NBONWOODMAN01,34.15599,-118.431242,7,Los Angeles,81352,11.30654071,251.1725992,1.138527672,106.9331319,0,0,0,1,0,1,0.0239,61250,388,10593.99656,81
LA-118 & HAYVENHURST ON,34.273962,-118.493404,7,Los Angeles,11944,9.387984423,174.803087,0,48.39348239,0,1,1,0,0,0,0.0886,0,0,10468.26676,90
LA-118 & HAYVENHURST-OFF,34.275458,-118.493423,7,Los Angeles,8376,9.033125872,200.1135355,0,49.61135939,0,1,0,0,0,0,0.0167,1250,1,10533.85827,87
LA001-PCH & MATADOR,34.039774,-118.875726,7,Los Angeles,72069,11.18537929,13.73753743,0.176848982,6.026146559,1,0,0,0,0,0,0.0269,46250,61,4501.171458,65
LA001 & KANANRD0715,34.021534,-118.802593,7,Los Angeles,15704,9.6616708,42.77775883,0.572894758,18.53684775,1,0,1,0,0,1,0.0332,141250,194,5904.471557,55
LA-118 & RINALDI,34.275669,-118.538441,7,Los Angeles,5766,8.659734052,167.3599444,0,55.69944681,0,1,0,0,0,1,0.0829,0,7,11804.18247,100
Lake Huron-Plano,36.049935,-119.008278,6,Tulare,74009,11.211942,34.6180254,0.070473141,10.04239347,0,1,0,0,0,0,0.0047,0,2,6128.67549,45
LASF02 & PCH,34.036938,-118.635974,7,Los Angeles,31323,10.35210796,26.63192678,0.645054538,13.80025392,1,0,0,0,0,1,0.0317,113750,248,6355.053546,20
Lee Street Oakdale CA,37.758902,-120.8653,10,Stanislaus,163879,12.00688364,148.6417007,1.726791892,50.43156846,1,0,1,1,0,0,0.0114,7500,25,5939.596616,49
US 50  &  Silver Dollar Ave.,38.924724,-119.98716,3,El Dorado,30518,10.32607199,71.58109139,3.964288546,34.61964992,1,0,1,0,0,0,0.0365,223750,249,10710.14388,115
Main & Line,37.361416,-118.395281,9,Inyo,238491,12.38208686,37.22000448,1.910204044,17.54689405,1,0,0,1,0,1,0.016,295000,487,11167.79417,149
LOC 1 - PM 6.4,36.841876,-121.47244,5,San Benito,467,6.146331399,1.731851753,0.009036261,0.47681863,1,0,0,0,0,0,0,0,0,3486.03353,9
SBt 156 - PM 6.1,36.841639,-121.479692,5,San Benito,623,6.434548124,1.661424273,0.010600235,0.456915812,1,0,0,0,0,0,0,0,0,2948.303464,3
LOC 5 - PM 5.4 Bixby Road,36.841549,-121.490647,5,San Benito,778,6.65672781,1.667217125,0.010471593,0.458552873,1,0,0,1,0,0,0,0,0,4596.305087,15
Main & Cedar,40.180142,-122.237191,2,Tehama,30823,10.33601648,93.84213817,7.254850222,39.17375923,1,0,0,1,0,0,0.0165,225000,600,7412.449814,80
Main & Oak,40.176607,-122.234117,2,Tehama,187742,12.14282396,102.1869189,8.91034016,50.04062669,1,1,0,1,0,1,0.0437,118750,321,9374.83788,107
Main & Cedar,40.180154,-122.237231,2,Tehama,93238,11.44291065,94.10534755,7.284489843,39.28277005,1,0,0,1,0,0,0.0075,225000,600,7412.449814,80
Market&Lake,40.60922,-122.376333,2,Shasta,25130,10.13181767,74.53344724,0.391355649,36.31445672,0,1,0,0,0,0,0,7500,53,7405.02185,51
Meadow - SR 168,37.361272,-118.436351,9,Inyo,20433,9.924906569,15.56020223,0,5.305118876,0,0,1,0,0,0,0,57500,69,5496.766066,65
MEN-101-46.37 Willits & Hwy 20,39.404172,-123.351713,1,Mendocino,120659,11.70072367,64.56897113,0,25.6536653,0,1,0,1,0,1,0.0048,86250,144,7701.502054,80
MEN-253-0.00 Jct 128,38.999192,-123.35844,1,Mendocino,2216,7.703459499,0.984659508,0.008316449,0.400502373,0,2,0,0,0,0,0.0126,0,0,4185.229746,9
MEN-253-16.87 Jct 101,39.106083,-123.194973,1,Mendocino,886,6.786718079,2.011107485,0.293964367,0.562787166,1,1,0,0,0,0,0,0,9,7494.796951,53
MER  59 W OLIVE AVENUE AND SANTA FE DRIVE,37.319114,-120.504903,10,Merced,15487,9.647756306,121.4977434,0.514190669,36.68134601,1,1,0,1,0,1,0.0128,6250,6,3893.084784,17
MER-165 & Geer Ave,37.397028,-120.850167,10,Merced,9667,9.176473406,47.17120332,0.310423795,16.40997458,0,1,1,1,0,0,0.0048,3750,11,4872.611774,23
US 50  &  Sierra Blvd.,38.925371,-119.98617,3,El Dorado,113607,11.64050041,71.68797374,3.961989787,34.704303,2,0,0,0,0,1,0.0087,176250,257,11224.43758,121
MER-165 & Echo St RT,37.400199,-120.850146,10,Merced,158164,11.97138775,47.1162774,0.309598346,16.37813504,0,1,0,0,0,0,0.0033,1250,141,5599.733464,38
MER-165 & Campbell St RT,37.402104,-120.850157,10,Merced,146027,11.89154682,46.97893959,0.307534393,16.29852322,0,1,0,0,1,0,0.0082,20000,200,5074.393762,41
MER-165 & Bloss Ave,37.404256,-120.850124,10,Merced,102139,11.53408992,47.01117055,0.308018771,16.31720687,0,1,1,1,2,1,0.0062,152500,185,5793.400027,47
MER-165-8.251,37.049346,-120.835528,10,Merced,101379,11.52662126,55.90137121,0,19.63578131,1,0,1,0,0,0,0.0019,0,0,3528.020411,22
SR-59 & Mission Ave & Dickenson Ferry Rd,37.273711,-120.487812,10,Merced,1927,7.563720187,45.11030291,0.337814611,10.19220982,1,1,0,1,0,0,0.0031,0,11,3330.21395,7
MER-59-3.53 El Nido Rd.,37.134935,-120.492189,10,Merced,6292,8.747034423,0.37026664,0.019827037,0.107870239,0,1,0,1,0,0,0,0,2,3486.209561,4
SR 32 (9th)  &  Walnut,39.719331,-121.844271,3,Butte,10720,9.279866528,100.4967968,7.572280345,42.20852862,1,0,0,1,0,0,0.004,3750,10,8086.850414,104
NB 101 off & State Street,34.440184,-119.753932,5,Santa Barbara,44415,10.70133255,176.5494475,6.127891267,76.9630937,0,0,0,1,0,0,0,467500,605,9158.896719,85
Pa Ha - Line,37.361391,-118.418326,9,Inyo,5357,8.586159583,30.99869375,0.33324222,12.13968075,0,0,1,0,0,0,0,53750,138,3423.43533,13
US 50  &  Rubicon Trail / Carson Ave,38.927034,-119.983652,3,El Dorado,136176,11.82170345,71.84461175,3.9586208,34.82836407,1,0,1,1,0,1,0.0258,180000,219,10066.86586,105
Park St,37.367605,-118.395355,9,Inyo,1030449,13.84550519,48.3623764,1.513474084,21.73899139,1,0,0,0,0,0,0,111250,166,7651.012947,85
EB 44 Onramp,40.58593,-122.377299,2,Shasta,105450,11.5659922,70.62077833,1.201786644,31.53108643,2,0,0,0,0,1,0,55000,87,6513.34307,48
California Blvd  &  Pasadena Ave,34.135789,-118.154134,7,Los Angeles,252786,12.44029856,144.9329806,3.320294075,72.24312148,1,1,0,1,1,0,0.0277,568750,3446,7273.574584,84
PCH  &  Western,33.789469,-118.307648,7,Los Angeles,530843,13.18222159,612.0845286,20.79060595,199.4089812,2,0,0,1,0,0,0.0118,148750,255,10857.70024,115
Fairgrounds,39.934495,-120.914916,2,Plumas,17962,9.79601375,4.61410477,0,1.587220137,0,1,0,1,0,0,0.0059,7500,11,4156.65327,18
Railroad Canyon Rd North of Rte 15,33.662979,-117.298284,8,Riverside,25791,10.15778091,46.05142637,0.261261442,12.69046843,0,0,0,0,0,1,0.0397,135000,218,13367.44424,94
RAMBLA02 & PCH,34.036995,-118.636711,7,Los Angeles,44512,10.70351412,21.56711369,0.497876498,11.09055894,1,0,0,0,0,1,0.0647,113750,248,6566.091358,21
Riverside & Main,40.405748,-120.632737,2,Lassen,27267,10.2134325,24.393457,0.813115233,10.16394042,1,1,0,1,0,1,0.0137,162500,160,4020.164354,29
Venice Blvd & Glyndon Ave,33.99582,-118.449264,7,Los Angeles,240876,12.39203756,347.2754005,11.35172991,170.3711001,1,0,0,1,0,0,0.0065,17500,41,15991.46752,186
Rte 111  &  N Via Miraleste,33.844884,-116.54123,8,Riverside,28878,10.27083537,126.8035558,1.879748731,60.42404746,1,0,0,1,0,0,0.0224,1250,3,6487.070913,44
Rte 111  &  Sunrise Way,33.844845,-116.528171,8,Riverside,174870,12.07179813,103.8394776,0.465760963,50.94802102,1,1,0,1,0,0,0.0152,823750,817,5569.254897,45
Rte 142  &  Canon Ln,33.958682,-117.767865,8,San Bernardino,2684,7.895063871,18.9492093,0,5.816342574,1,0,0,1,0,0,0.0879,0,0,3367.499685,31
Rte 2  &  Willow St,34.35974,-117.630491,8,San Bernardino,45775,10.73149339,7.371075091,0,3.436261188,0,1,0,0,0,0,0.0735,17500,71,7572.328096,64
Rte 38  &  Beryl Ave,34.07,-117.129809,8,San Bernardino,58310,10.9735289,206.7789131,1.16526538,70.35077647,1,0,0,1,0,0,0.0311,23750,49,8800.128763,55
Rte 395  &  Rte 58,34.992342,-117.541573,8,San Bernardino,12229,9.411565541,0.132686141,0,0.053355586,0,0,0,1,0,1,0.0118,67500,106,3069.474986,16
Rte 60 EB On From Sunnymead Blvd,33.938768,-117.224928,8,Riverside,30004,10.30908602,153.2941634,2.181781649,46.95337874,1,0,0,0,0,0,0.01,188750,229,10916.02071,100
Rte 62  &  Park Ave,34.049033,-116.57846,8,San Bernardino,15498,9.648466327,4.576459906,0.085447655,2.328287335,1,0,0,1,0,0,0.0041,53750,76,6984.732375,67
US 50  &  Blue Lake Ave,38.930529,-119.979762,3,El Dorado,17802,9.787066146,72.21960257,3.940215684,35.15739297,1,0,0,0,0,0,0.03,20000,47,5013.696925,45
Rte. 66 & Emerald,34.114404,-117.768158,7,Los Angeles,104852,11.56030512,195.141369,0.600778291,73.08371949,1,0,0,1,0,0,0.0136,286250,331,9301.335341,109
Rte 74  &  Am&a Ave,33.738988,-117.07911,8,Riverside,17642,9.778037759,11.19613866,0,4.414675243,1,0,0,1,0,0,0.0063,0,4,5742.414396,42
Rte 74  &  Cortrite Ave,33.738802,-117.08724,8,Riverside,6981,8.850947595,10.35620195,0.066092197,3.503140738,1,0,0,1,0,0,0.0168,1250,3,4363.2332,31
Rte 74  &  Homel& Ave,33.74327,-117.112396,8,Riverside,16083,9.685518155,60.53725677,0.710380225,21.39814249,1,0,0,1,0,0,0.0283,6250,12,6075.686857,43
Rte 74  &  Leon Rd,33.743181,-117.119177,8,Riverside,9947,9.205026378,60.86027099,0.684296404,21.74341073,1,0,0,1,0,1,0.025,1250,1,6516.934095,37
Rte 74  &  Olson Ave.,33.743097,-117.104755,8,Riverside,10199,9.230045053,56.4171294,0.674061172,19.84942745,1,0,0,1,0,0,0.023,8750,8,5900.355526,53
Rte 74  &  Palomar Rd,33.742928,-117.162999,8,Riverside,4081,8.31409758,25.48763082,0.048353468,6.925730112,1,0,0,1,0,1,0.0114,12500,60,2183.838959,7
Rte 74  &  Sultanas Rd,33.743207,-117.12781,8,Riverside,3183,8.065579741,58.71373521,0.663977006,20.94736304,1,0,0,1,0,0,0.0243,0,8,4514.831057,30
Rte 74  &  Truelson Ave,33.739234,-117.072576,8,Riverside,7351,8.902591773,11.18274243,0,4.406179311,1,0,0,1,0,0,0.0074,1250,3,6707.64589,42
Rte 74  &  Vincent Ave,33.73872,-117.091979,8,Riverside,942,6.848006336,9.458364209,0.131455173,2.559064472,1,0,0,0,0,0,0.0058,3750,12,3623.547367,28
Rte 74  &  White Ave,33.740921,-117.099755,8,Riverside,1471,7.2936984,41.27717081,0.496400974,14.28247549,1,0,0,0,0,0,0.029,1250,4,3580.44764,24
Rte 83  &  Mission Blvd,34.054962,-117.650968,8,San Bernardino,120841,11.70223092,326.0947254,1.342481317,80.66682088,2,0,0,1,0,0,0.0129,22500,58,13654.43094,147
Rte 83  &  Ontario Christian School Xwalk,34.039189,-117.651064,8,San Bernardino,22054,10.00124932,233.7889031,0,62.97148224,1,0,0,0,1,0,0.0176,16250,33,6993.692026,48
Rte2 Mccadden Pl_1,34.090695,-118.337468,7,Los Angeles,355032,12.77996321,420.4961309,22.58531248,193.0738433,1,0,0,1,0,0,0.0197,336250,595,8611.83716,67
SB 135  &  Bunny Avenue,34.963172,-120.435605,5,Santa Barbara,280828,12.54549766,505.3586828,0.822167507,122.4851128,1,0,0,1,0,0,0.0064,103750,95,9021.567606,97
SB 135 & McCoy,34.916618,-120.435841,5,Santa Barbara,88991,11.39629053,129.7577261,0.254687371,45.41346086,1,1,0,1,0,1,0.0176,397500,409,6261.066021,42
SB 5 Cesar Chavez On-ramp,34.049784,-118.214542,7,Los Angeles,207862,12.24462968,441.2934881,34.54978865,121.7480954,0,1,0,0,0,0,0.033,36250,172,11301.37825,155
SB 166  &  Elizabeth St.,34.953163,-120.42846,5,Santa Barbara,100322,11.5161403,221.4121875,1.097567307,72.55396325,1,0,0,1,0,0,0.0035,125000,248,10533.35507,98
SBt 025 - Santa Ana Road,36.856203,-121.390793,5,San Benito,27863,10.23505496,77.62466387,0,22.28214515,1,0,0,1,0,1,0.0024,0,7,4495.770153,52
SCR 001 Mission & Bay,36.966605,-122.040309,5,Santa Cruz,565853,13.24608961,267.7829256,10.11133161,97.96858429,1,1,0,1,1,1,0.0142,90000,172,7607.750564,75
SCr129 & Lakeview,36.916909,-121.731614,5,Santa Cruz,2135,7.666222394,2.014199503,0.008887808,0.535490436,0,1,1,0,0,0,0.0024,0,0,1735.257683,8
SCr 129 PM 0.28-0.38,36.910067,-121.749136,5,Santa Cruz,61377,11.02479047,616.7924545,7.153192624,125.9778933,1,0,0,0,1,0,0,2500,23,7237.52435,69
US50 WB Offramp Broadway Placerville,38.731048,-120.78886,3,El Dorado,122202,11.7134307,37.35241887,0.118996019,15.06010676,1,1,0,0,0,0,0.0357,128750,258,9650.861021,139
SCr 129 & 001  SB off/on,36.893563,-121.776452,5,Santa Cruz,421,6.042635209,3.091459981,0.091373201,1.120844604,1,0,0,0,0,0,0.032,18750,28,7281.638159,40
SCr 152 PM1.63-1.73,36.930378,-121.744126,5,Santa Cruz,30923,10.33925555,127.3157096,0,43.19135319,0,0,1,0,0,0,0.0056,0,0,2757.415978,22
SCR 152 College & Holohan,36.935863,-121.743193,5,Santa Cruz,98994,11.50281453,46.25360652,0.345585005,11.78838895,0,0,2,1,0,0,0.0062,7500,19,3964.216526,32
See Vee - 168,37.36134,-118.413756,9,Inyo,6723,8.813289911,30.55911128,0.325912984,12.0176392,0,0,1,0,0,0,0,0,0,1867.070257,8
SR 49  &  I-80 EB Ramps,38.899416,-121.074376,3,Placer,39652,10.58789669,80.84543157,2.463562287,42.36866912,0,0,0,1,0,1,0.0729,18750,33,13383.41481,284
Simpson Lane,39.412457,-123.808392,1,Mendocino,15118,9.623641432,7.900171836,0.118387209,3.314286988,0,1,0,1,0,0,0.0211,26250,46,3883.90625,21
SJ 33 Durham ferry Road,37.667618,-121.327472,10,San Joaquin,6971,8.849514109,1.205129543,0.02928873,0.464053502,0,1,1,1,0,0,0.02,0,0,4474.435067,15
